15,27893,-17358,1,2000
21,27962,17358,1,2000
16,28737,-11537,1,2000
20,28776,11537,1,2000
17,29271,-5739,1,2000
19,29237,5739,1,2000
18,29328,0,1,2000
8,31204,-19371,1,2000
14,31153,19371,1,2000
9,32125,-12840,1,2000
13,32004,12840,1,2000
10,32547,-6379,1,2000
12,32268,6379,1,2000
11,32141,0,1,2000
1,34217,-21924,1,2000
7,33767,21924,1,2000
2,34996,-14478,1,2000
6,34319,14478,1,2000
3,34742,-7181,1,2000
5,33455,7181,1,2000
4,31906,0,1,2000;
